Commit Hash,File Name,Semantic_Similarity,Token_Similarity
1246f4088a4fdc00a79f8029ff5d77bfe4fc9b14,flaskr.py,0.9996302127838135,0.946158856530943
1246f4088a4fdc00a79f8029ff5d77bfe4fc9b14,style.css,0.9997844696044922,0.9963745626844555
1246f4088a4fdc00a79f8029ff5d77bfe4fc9b14,layout.html,0.9999759793281555,0.986243767170452
1246f4088a4fdc00a79f8029ff5d77bfe4fc9b14,login.html,0.9999185800552368,0.9814444805292847
6dd92ae4b32c336564231e10db12458a8b9261ca,patterns.rst,0.9998958706855774,0.9965057706640776
6dd92ae4b32c336564231e10db12458a8b9261ca,quickstart.rst,1.0000001192092896,0.9887550137082202
6dd92ae4b32c336564231e10db12458a8b9261ca,testing.rst,0.997455894947052,0.4858906324557941
6dd92ae4b32c336564231e10db12458a8b9261ca,tutorial.rst,0.9991459846496582,0.6506828992992006
6dd92ae4b32c336564231e10db12458a8b9261ca,flaskr_tests.py,0.9992676377296448,0.9519504700966326
6dd92ae4b32c336564231e10db12458a8b9261ca,style.css,0.9850594997406006,0.880234013255804
6dd92ae4b32c336564231e10db12458a8b9261ca,show_entries.html,0.9999920725822449,0.9872926730486742
40e0024d7b87150ed694829a5335bd2435962225,debugger.png,,
40e0024d7b87150ed694829a5335bd2435962225,quickstart.rst,1.0000001192092896,0.9933613175256779
40e0024d7b87150ed694829a5335bd2435962225,flask.py,0.9999998807907104,0.988835697334462
7b5015010bc8c2a2d56c7c50b37e5b9facdad102,flask.py,0.9999166131019592,0.9842937652004745
fb2d2e446bdd806ea3de7b869c7371e2dae57a23,patterns.rst,0.99985271692276,0.991389687415368
fb2d2e446bdd806ea3de7b869c7371e2dae57a23,tutorial.rst,0.9999999403953552,0.9936407093061274
fb2d2e446bdd806ea3de7b869c7371e2dae57a23,flaskr.py,0.9999583959579468,0.9880795071893353
fb2d2e446bdd806ea3de7b869c7371e2dae57a23,minitwit.py,1.000000238418579,0.9963237344773523
fb2d2e446bdd806ea3de7b869c7371e2dae57a23,flask.py,1.0,0.9885979322467879
fb2d2e446bdd806ea3de7b869c7371e2dae57a23,flask_tests.py,1.0,0.9947716513680268
26f86b1d4954dd7512684130ee803b42eca8d72e,index.rst,0.9786410927772522,0.45839183161628194
26f86b1d4954dd7512684130ee803b42eca8d72e,patterns.rst,0.9852331280708313,0.5877593246685555
b608785801ce819037cb6cca04c70fd398519c08,README,0.9998724460601807,1.0000000000000004
61d07b8be9beae54d1c367adfc845dcf30a1512a,becomingbig.rst,0.9996805191040039,0.9401954500018022
f54c4fd04f326d94684c7fcbf12df5cecae653c4,patterns.rst,0.9999999403953552,0.9980951617405452
6418551efb1d24320c261b1e24c186d5394e6dcf,becomingbig.rst,0.999976396560669,0.9949672349721399
6418551efb1d24320c261b1e24c186d5394e6dcf,patterns.rst,0.9999999403953552,0.9951650021441725
7c9303b7502403c372171e1e045433b57259a56b,becomingbig.rst,0.9999403357505798,0.9899292904755431
6d556acb3fcaa6eeff4bda8cf704ad5f0cf5b5ac,conf.py,0.9999998807907104,0.9915186824045685
6d556acb3fcaa6eeff4bda8cf704ad5f0cf5b5ac,patterns.rst,0.9999999403953552,0.9754829796147348
5348eff4457a528cd605bbbd5e0152c282819962,patterns.rst,0.9999999403953552,0.9829445543667312
855e7e9327c0095f39b34bd56b08aa63c87f9dfd,LICENSE,,
f769e15fecf6e06c190133d85a3de6b703e4d1a1,index.html,,
f769e15fecf6e06c190133d85a3de6b703e4d1a1,logo.png,,
aae5de730113e843864c120cc0453efc0a90b49f,index.html,,
aae5de730113e843864c120cc0453efc0a90b49f,logo.png,,
0bb8b4f9a1c61fcf473e5ca7a10cc3ed4f30766f,setup.py,0.9730376601219177,0.238947095721106
8605cc310d260c3b08160881b09da26c2cc95f8d,.gitignore,0.9988982677459717,0.8003203203845001
9fbf9a062c11904b5022a5aa7941449e31340c32,setup.py,0.9999991059303284,0.9937145427462373
791cdb28f593d4d7649d88407fcd193834512219,index.html,1.0,0.9938156582060863
5310fc38227b1907cb541f4a30ea8dfef46c2e19,flask.py,1.0,0.9762209564304628
5310fc38227b1907cb541f4a30ea8dfef46c2e19,flask_tests.py,1.0,0.9223125197560887
b9cae3564ad31876d977c24a09d760e77ca992f3,deploying.rst,0.9980121850967407,0.9968832896117317
74862dcbca052ea0a994da3f507c00e9cc18821c,Makefile,0.9871107339859009,0.4936026796278622
0b9c2b5eb1b604cd76d9252e8e9628df731ea572,flask.py,1.0,0.9979807894523636
fe6c279df12294e590e87705b0ba8728a3ed54c4,README,0.9986007213592529,0.9338263899103761
