Commit Hash,File Name,MI_Before,MI_After,MI_Change,CC_Before,CC_After,CC_Change,LOC_Before,LOC_After,LOC_Change,Semantic_Similarity,Token_Similarity,Semantic_class,Token_class,Classes_Agree
36717b02731ad7d86ba8effbe27e70405e48cd9b,flask_tests.py,,,,,,,,,,0.9996786117553712,0.932579867570954,Minor,Minor,YES
367b254c787c59b208899f1dfee78904c1784c73,basic.py,,,,,,,,,,1.0000001192092896,0.987265453112586,Minor,Minor,YES
36a421bb3a235f696131bc8a546492fc04a411f0,signals.rst,,,,,,,,,,0.9999998807907104,0.9939676024643518,Minor,Minor,YES
36f105c2932af842de5d18899783f33078415c7f,installation.rst,,,,,,,,,,1.0000001192092896,0.958622281831204,Minor,Minor,YES
3765cc2e9e6ea2d227f898d5b176aa50680e491c,CHANGES,,,,,,,,,,0.9998314380645752,0.9941005181725632,Minor,Minor,YES
3765cc2e9e6ea2d227f898d5b176aa50680e491c,__init__.py,100.0,100.0,0.0,0.0,0.0,,41.0,41.0,0.0,0.9999631643295288,0.984214562122011,Minor,Minor,YES
3765cc2e9e6ea2d227f898d5b176aa50680e491c,setup.py,,,,,,,,,,0.9999998807907104,0.9932743358216728,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,__init__.py,,,,,,,,,,0.9998851418495178,0.9907581116832174,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,basic.py,,,,,,,,,,0.999812126159668,0.9987674614043104,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,blueprints.py,,,,,,,,,,0.9998441338539124,0.9972987804142552,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,deprecations.py,93.70913383036094,93.02853847415336,-0.6805953562075899,4.0,4.0,0.0,38.0,41.0,3.0,0.9996603727340698,0.9583823942152409,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,helpers.py,41.23326590434221,41.16621454625526,-0.0670513580869425,29.0,29.0,0.0,295.0,298.0,3.0,0.9998455047607422,0.9956998668507976,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,templating.py,57.80019734796323,57.65454117331834,-0.1456561746448841,14.0,14.0,0.0,141.0,144.0,3.0,0.9998591542243958,0.9914646297608224,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,testing.py,,,,,,,,,,0.9998595118522644,0.9911151255009168,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,testing.py,,,,,,,,,,0.9998595118522644,0.9911151255009168,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,testing.py,,,,,,,,,,0.9998595118522644,0.9911151255009168,Minor,Minor,YES
37f9cb9ca69176dec36faff4b2138226b479f65f,testing.py,,,,,,,,,,0.9998595118522644,0.9911151255009168,Minor,Minor,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,__init__.py,,100.0,,,1.0,,,8.0,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,flask_tests.py,,,,,,,,,,1.0,0.9796027126330804,Minor,Minor,YES
37fab7888744b23f62f678614656b686bb046379,index.html,,,,,,,,,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,index.html,,,,,,,,,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,test.css,,,,,,,,,,,,Major,Major,YES
37fab7888744b23f62f678614656b686bb046379,test.txt,,,,,,,,,,,,Major,Major,YES
38107c752cf959ad69cf4f35886946bc947f2bd3,errorhandling.rst,,,,,,,,,,0.9999999403953552,0.9956160473122708,Minor,Minor,YES
384ad219cbde8ecbea79d41815d9ab2d70e3123c,api.rst,,,,,,,,,,1.0,0.9991434686929984,Minor,Minor,YES
385e67422ba1d590cf65e81dc7a85c916ada62e8,approved.rst,,,,,,,,,,0.999925971031189,0.9838431679164988,Minor,Minor,YES
387be22f26b8065d29e311723bb8a50a74248534,contents.rst.inc,,,,,,,,,,0.9999493360519408,0.9802729554586226,Minor,Minor,YES
387be22f26b8065d29e311723bb8a50a74248534,unicode.rst,,,,,,,,,,,,Major,Major,YES
395ff8120ccf055614d03db7d2360ab1182c7c10,distribute.rst,,,,,,,,,,0.9999998807907104,0.9962420031045388,Minor,Minor,YES
396c4bdcc0f30241e009516e430bc1742ad344bf,config.rst,,,,,,,,,,1.0,0.99890828448006,Minor,Minor,YES
3a1e51865786474c44a04c0d422515047dd27223,AUTHORS,,,,,,,,,,,,Major,Major,YES
3a1e51865786474c44a04c0d422515047dd27223,LICENSE,,,,,,,,,,0.997790277004242,0.9640547209224892,Minor,Minor,YES
3a1e51865786474c44a04c0d422515047dd27223,flask.py,,,,,,,,,,1.0000001192092896,0.9996215418163208,Minor,Minor,YES
3a1e51865786474c44a04c0d422515047dd27223,index.rst,,,,,,,,,,0.9999688863754272,0.9931080665607048,Minor,Minor,YES
3a1e51865786474c44a04c0d422515047dd27223,license.rst,,,,,,,,,,,,Major,Major,YES
3a80ecc66057d97e3a0ceb40e99ea7bde035381b,Makefile,,,,,,,,,,0.9991791248321532,0.9309190481477438,Minor,Minor,YES
3a80ecc66057d97e3a0ceb40e99ea7bde035381b,flaskext_test.py,,,,,,,,,,0.991978645324707,0.2426362021345518,Minor,Major,NO
3ab318a7ddca819e13d6d161b008b62b6583453e,flask.py,,,,,,,,,,1.0000001192092896,0.9796840083165366,Minor,Minor,YES
3ab318a7ddca819e13d6d161b008b62b6583453e,quickstart.rst,,,,,,,,,,0.999566376209259,0.985218632700071,Minor,Minor,YES
3ac4ec670c881668aaedb2c3937bae5e10984988,conf.py,100.0,100.0,0.0,0.0,0.0,,247.0,239.0,-8.0,0.9999998807907104,0.9382637991374548,Minor,Minor,YES
3ac4ec670c881668aaedb2c3937bae5e10984988,contents.rst,,,,,,,,,,,,Major,Major,YES
3ac4ec670c881668aaedb2c3937bae5e10984988,flaskstyle.sty,,,,,,,,,,,,Major,Major,YES
3ac4ec670c881668aaedb2c3937bae5e10984988,index.rst,,,,,,,,,,0.9922701716423036,0.6519056637852781,Minor,Major,NO
3ac4ec670c881668aaedb2c3937bae5e10984988,latexindex.rst,,,,,,,,,,,,Major,Major,YES
3ac4ec670c881668aaedb2c3937bae5e10984988,logo.pdf,,,,,,,,,,,,Major,Major,YES
3adc9de5ec39e65f64bcd684613c64b29131a64e,extensiondev.rst,,,,,,,,,,0.9999999403953552,0.8511261767596803,Minor,Major,NO
3b0eb0f3ca45786135cacfc380bfdb51e7744e46,api.rst,,,,,,,,,,0.9997851252555848,0.9079861908577024,Minor,Minor,YES
3b0eb0f3ca45786135cacfc380bfdb51e7744e46,signals.rst,,,,,,,,,,0.9999270439147948,0.910761299955298,Minor,Minor,YES
3b31df81aeccb889810b4b49ce6e608e67ebeeea,CHANGES,,,,,,,,,,0.9999035000801086,0.9923710161319792,Minor,Minor,YES
3b31df81aeccb889810b4b49ce6e608e67ebeeea,app.py,,,,,,,,,,0.9999998807907104,0.9951648019130982,Minor,Minor,YES
3b31df81aeccb889810b4b49ce6e608e67ebeeea,flask_tests.py,,,,,,,,,,0.9999999403953552,0.9896491506063868,Minor,Minor,YES
3b36bef2e6165bb4dad73d17f23ee1879e99f497,api.rst,,,,,,,,,,0.9362353682518004,0.0444984120992544,Minor,Major,NO
3b36bef2e6165bb4dad73d17f23ee1879e99f497,conf.py,100.0,100.0,0.0,0.0,0.0,,236.0,241.0,5.0,0.999886989593506,0.9755421416036038,Minor,Minor,YES
3b36bef2e6165bb4dad73d17f23ee1879e99f497,flask.py,,,,,,,,,,0.99907386302948,0.9324610057614716,Minor,Minor,YES
3b36bef2e6165bb4dad73d17f23ee1879e99f497,minitwit.py,42.67154912765511,42.60688209014607,-0.0646670375090394,44.0,44.0,0.0,228.0,228.0,0.0,0.9996048212051392,0.9973346756641188,Minor,Minor,YES
3c7b5a68f1ede9c870ae76f44e2dde6102843e54,CHANGES,,,,,,,,,,0.9999585151672364,0.9933698661629357,Minor,Minor,YES
3c821a0fa45082bcec73dfb08662fb1de5263c48,api.rst,,,,,,,,,,1.0,1.0000000000000004,Minor,Minor,YES
3c821a0fa45082bcec73dfb08662fb1de5263c48,flask.py,,,,,,,,,,0.9999637603759766,0.9987625425393936,Minor,Minor,YES
3c821a0fa45082bcec73dfb08662fb1de5263c48,jquery.rst,,,,,,,,,,1.0,0.9989370574856694,Minor,Minor,YES
3c821a0fa45082bcec73dfb08662fb1de5263c48,minitwit.py,48.945650333297216,48.90029400499156,-0.0453563283056581,44.0,44.0,0.0,248.0,249.0,1.0,1.0000001192092896,0.9988435289133092,Minor,Minor,YES
3c821a0fa45082bcec73dfb08662fb1de5263c48,packages.rst,,,,,,,,,,0.9999998211860656,0.9923016742433078,Minor,Minor,YES
3c821a0fa45082bcec73dfb08662fb1de5263c48,setup.py,100.0,100.0,0.0,0.0,0.0,,69.0,71.0,2.0,0.9997410774230956,0.9912271276387248,Minor,Minor,YES
3d146548c7e687b1938c66df12082a1ab037c75d,CHANGES,,,,,,,,,,0.9999449253082277,0.9940285100825852,Minor,Minor,YES
3d146548c7e687b1938c66df12082a1ab037c75d,Makefile,,,,,,,,,,0.999950110912323,0.9574583593897008,Minor,Minor,YES
3d146548c7e687b1938c66df12082a1ab037c75d,__init__.py,100.0,100.0,0.0,0.0,0.0,,36.0,38.0,2.0,0.9994181990623474,0.968196670072884,Minor,Minor,YES
3d146548c7e687b1938c66df12082a1ab037c75d,make-release.py,,57.86691749024078,,,24.0,,,138.0,,,,Major,Major,YES
3d320176813e87b8dccbbbc807133dfe6ce0bcde,installation.rst,,,,,,,,,,1.0000001192092896,0.7956929980023573,Minor,Major,NO
3d6e3e48ad2445c80761c930ddfbe0ce24be3eb3,blueprints.py,64.19759289999082,64.19759289999082,0.0,36.0,36.0,0.0,252.0,252.0,0.0,0.9999998807907104,0.9775873942673204,Minor,Minor,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,becomingbig.rst,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,conf.py,100.0,100.0,0.0,0.0,0.0,,241.0,245.0,4.0,0.9999786019325256,0.963631240573456,Minor,Minor,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,flask.png,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,flask.py,,,,,,,,,,1.0000001192092896,0.9972887416058388,Minor,Minor,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,flaskext.py,,100.0,,,1.0,,,96.0,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,flasky.css_t,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,foreword.rst,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,index.rst,,,,,,,,,,0.9968817234039308,0.7898902610445738,Minor,Major,NO
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,logo-full.png,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,logo-full.svg,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,sidebarintro.html,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,sidebarlogo.html,,,,,,,,,,,,Major,Major,YES
3d719f35f5c1ee4ce3dc01fb2167ef49c0180cf6,theme.conf,,,,,,,,,,,,Major,Major,YES
3da165f2f56fe7f1b71242157fd4d02d3e37128f,extensiondev.rst,,,,,,,,,,0.9999999403953552,0.9990010983824748,Minor,Minor,YES
3deae1bd48bf7dfad863afae4d368993fc9bafe1,packages.rst,,,,,,,,,,1.0,0.9919040208088258,Minor,Minor,YES
3e297e89d895262e4cf18bfa860f83fbe4b86a61,approved.rst,,,,,,,,,,1.0,0.8646146167756494,Minor,Major,NO
3e297e89d895262e4cf18bfa860f83fbe4b86a61,listed.rst,,,,,,,,,,0.9993324279785156,0.671266255638139,Minor,Major,NO
3e2a2114fd952b489515b63ca0cfa9899455583a,htmlfaq.rst,,,,,,,,,,1.0000001192092896,0.9977153276262932,Minor,Minor,YES
3eacc1d06816b2544e0242665fe909b24b027b21,flask.py,,,,,,,,,,1.0000001192092896,0.9929841608773312,Minor,Minor,YES
3ebc97a7809a15ae5f362d1330552db1efdec525,quickstart.rst,,,,,,,,,,0.9999999403953552,0.9996047899205428,Minor,Minor,YES
3f7ab1797730b8d07497744878d109baa9b235a5,CHANGES,,,,,,,,,,0.999894380569458,0.9809610268777326,Minor,Minor,YES
3f7ab1797730b8d07497744878d109baa9b235a5,setup.py,100.0,100.0,0.0,1.0,1.0,0.0,79.0,79.0,0.0,0.9999993443489076,0.9945739983508808,Minor,Minor,YES
402f12bb6d578b767dfd637400f9194736458795,cgi.rst,,,,,,,,,,0.9996896982192992,0.9096980792936816,Minor,Minor,YES
402f12bb6d578b767dfd637400f9194736458795,conf.py,,,,,,,,,,1.000000238418579,0.9977759150871086,Minor,Minor,YES
4046d3bd30729324ff4548a42dfcc2d4f821bb5d,fileuploads.rst,,,,,,,,,,0.999930202960968,0.9931535630449834,Minor,Minor,YES
405c2992f8de441789a1ed82045ab77cefbbedfc,config.py,,,,,,,,,,0.9999396800994872,0.9921614586429264,Minor,Minor,YES
405d4492e41b50f204d7e7d55aa0ac8f11edda1a,CHANGES,,,,,,,,,,0.999515414237976,0.9684510399881728,Minor,Minor,YES
405d4492e41b50f204d7e7d55aa0ac8f11edda1a,app.py,,,,,,,,,,1.000000238418579,0.9993394543287724,Minor,Minor,YES
40e0024d7b87150ed694829a5335bd2435962225,debugger.png,,,,,,,,,,,,Major,Major,YES
40e0024d7b87150ed694829a5335bd2435962225,flask.py,,,,,,,,,,0.9999998807907104,0.988835697334462,Minor,Minor,YES
40e0024d7b87150ed694829a5335bd2435962225,quickstart.rst,,,,,,,,,,1.0000001192092896,0.993361317525678,Minor,Minor,YES
4141afa22b6a52279098ef39413f97773c1b75bf,api.rst,,,,,,,,,,0.9994512796401978,0.9907180790372226,Minor,Minor,YES
4156bd412f2c27359844fbacdae1eb4983c94b8b,.gitmodules,,,,,,,,,,,,Major,Major,YES
4156bd412f2c27359844fbacdae1eb4983c94b8b,_themes,,,,,,,,,,,,Major,Major,YES
41952d2b259efdd89634aef7f47afc4cef6e7190,wrappers.py,71.55409014889274,73.23042281835112,1.6763326694583751,14.0,16.0,2.0,88.0,94.0,6.0,0.9999997615814208,0.9376131406733051,Minor,Minor,YES
41f5ad9b1539410507455db6df1424d1a7215b05,no.png,,,,,,,,,,,,Major,Major,YES
41f5ad9b1539410507455db6df1424d1a7215b05,yes.png,,,,,,,,,,,,Major,Major,YES
4228d7281fd995beda447ee016b304b6c3764f3f,favicon.rst,,,,,,,,,,0.9998124241828918,0.9898271481999904,Minor,Minor,YES
42a46ed09b745c0560de354c0cb236295000f296,index.html,,,,,,,,,,1.0,0.987828992617864,Minor,Minor,YES
42dd94b7565052120423dbd86a5ab0f96938f8cc,404.html,,,,,,,,,,0.9998525381088256,0.9619074970647964,Minor,Minor,YES
4395e9493cc33d49b53889f9f726458f05f1a475,flask_tests.py,,,,,,,,,,1.0,0.9343099379447678,Minor,Minor,YES
4395e9493cc33d49b53889f9f726458f05f1a475,template_filter.html,,,,,,,,,,,,Major,Major,YES
43ae651c3091a9c1252726310abe5c9116ee2e53,quickstart.rst,,,,,,,,,,0.9999530911445618,0.9604440398307424,Minor,Minor,YES
43cf3f307fc872b37de8b8fe986d4af17f767d63,appdispatch.rst,,,,,,,,,,0.9999764561653136,0.9951341965811016,Minor,Minor,YES
441c8a5b93aca67f61d584950f351e144f48b10d,urlprocessors.rst,,,,,,,,,,0.9999884963035583,0.9975909362024958,Minor,Minor,YES
444e6425312a16589130ff36f2830b6f97fbbd4f,flask.py,,,,,,,,,,1.0000001192092896,0.9760323461805268,Minor,Minor,YES
44b42e0fbd93d86e0f4e929bda8e5fb63e81035d,README,,,,,,,,,,,,Major,Major,YES
4559e4f0f14272fb4fb31f3bf79bf592a9f781df,caching.rst,,,,,,,,,,,,Major,Major,YES
4559e4f0f14272fb4fb31f3bf79bf592a9f781df,index.rst,,,,,,,,,,0.9995557069778442,0.970818785415072,Minor,Minor,YES
4559e4f0f14272fb4fb31f3bf79bf592a9f781df,viewdecorators.rst,,,,,,,,,,,,Major,Major,YES
457371519545711214a82e2dc6ca8907e3263151,extensions.rst,,,,,,,,,,0.9997501373291016,0.870935942813574,Minor,Major,NO
45b97d14e3ab7a8b7e6010bb6490a87b00c2ae2b,appdispatch.rst,,,,,,,,,,,,Major,Major,YES
45b97d14e3ab7a8b7e6010bb6490a87b00c2ae2b,index.rst,,,,,,,,,,0.9999231100082396,0.9842503541065484,Minor,Minor,YES
45d963d6daa4315388530d58c777b838d5465c65,app.py,,,,,,,,,,1.0,0.999811302950354,Minor,Minor,YES
4671429a509094f36e2294055340197091d39979,flasky.css_t,,,,,,,,,,0.9999998807907104,0.9627797161178648,Minor,Minor,YES
4671429a509094f36e2294055340197091d39979,foreword.rst,,,,,,,,,,0.9999629259109496,0.6761232314659275,Minor,Major,NO
4671429a509094f36e2294055340197091d39979,patterns.rst,,,,,,,,,,0.999914288520813,0.996496353313399,Minor,Minor,YES
4671429a509094f36e2294055340197091d39979,quickstart.rst,,,,,,,,,,1.0000001192092896,0.9871805537753104,Minor,Minor,YES
479e242afc0665306745ea1845ba47ceaaede770,flask-07-upgrade.py,,,,,,,,,,0.999805212020874,0.9801646397514908,Minor,Minor,YES
485a6c332b1cd10495f6f3aafe2690e07f01b422,flask_tests.py,,,,,,,,,,1.0,0.9998257987849476,Minor,Minor,YES
4a0c0446da3fc278a5cdc2587191f6df66489d02,AUTHORS,,,,,,,,,,0.9998188018798828,0.965326235256308,Minor,Minor,YES
4a2d2ba3b8259165a97dc80890547f97d7e35ff5,contents.rst.inc,,,,,,,,,,0.9998810291290284,0.980729214765951,Minor,Minor,YES
4a2d2ba3b8259165a97dc80890547f97d7e35ff5,quickstart.rst,,,,,,,,,,0.9999999403953552,0.997712706539281,Minor,Minor,YES
4a2d2ba3b8259165a97dc80890547f97d7e35ff5,security.rst,,,,,,,,,,0.9994015693664552,0.9330966660362692,Minor,Minor,YES
4a2d2ba3b8259165a97dc80890547f97d7e35ff5,templating.rst,,,,,,,,,,,,Major,Major,YES
4a45345fc44f60275b91c47031dd44abce02f596,helpers.py,44.362989424155295,44.362989424155295,0.0,63.0,63.0,0.0,500.0,500.0,0.0,1.0,0.9993944897666552,Minor,Minor,YES
4aa76212d1be9b17a57249549c2a73fb10b6cda8,api.rst,,,,,,,,,,0.9999999403953552,0.9000372752810735,Minor,Minor,YES
4aa76212d1be9b17a57249549c2a73fb10b6cda8,flask.py,,,,,,,,,,1.0000001192092896,0.9616847569209598,Minor,Minor,YES
4aa76212d1be9b17a57249549c2a73fb10b6cda8,index.rst,,,,,,,,,,0.9978837370872498,0.9242136267839572,Minor,Minor,YES
4aa76212d1be9b17a57249549c2a73fb10b6cda8,installation.rst,,,,,,,,,,,,Major,Major,YES
4aa76212d1be9b17a57249549c2a73fb10b6cda8,minitwit.py,42.60688209014607,42.60688209014607,0.0,44.0,44.0,0.0,228.0,228.0,0.0,0.9999998211860656,0.9866977279893316,Minor,Minor,YES
4aa76212d1be9b17a57249549c2a73fb10b6cda8,quickstart.rst,,,,,,,,,,,,Major,Major,YES
4ab21cd7489e6a7b4e64beda7d8e44fd93557964,approved.rst,,,,,,,,,,0.9976100325584412,0.8260828365776086,Minor,Major,NO
4ab97047dee359af1afce6fe5431ffa7c5ed5795,CHANGES,,,,,,,,,,0.9999902248382568,0.9989994993390526,Minor,Minor,YES
4aeb44567ab46951a534fa2836b392ed21b1532b,CHANGES,,,,,,,,,,0.9997819662094116,0.9596969578258802,Minor,Minor,YES
4affedec356ad8c9e6a107578f03fc7f5c615064,flask_tests.py,66.38184623629209,63.684795619588286,-2.6970506167038053,22.0,23.0,1.0,74.0,82.0,8.0,0.9999999403953552,0.874336372313072,Minor,Major,NO
4b65c7ed5a31d56e194817231eb88e1083ba285d,app.py,,,,,,,,,,0.9999998807907104,0.9865224123282812,Minor,Minor,YES
4c5c644fbf8e94096eb1a61d76855a98687cdb89,unlisted.rst,,,,,,,,,,,,Major,Major,YES
4c76607553e92f6e1b03930e053cc7078fc32f8d,CHANGES,,,,,,,,,,0.9999653100967408,0.9948748809332176,Minor,Minor,YES
4c8c503326f8b26787945082007a294dff4c255b,app.py,,,,,,,,,,1.0,1.0000000000000004,Minor,Minor,YES
4c937be2524de0fddc2d2f7f39b09677497260aa,CHANGES,,,,,,,,,,0.9999233484268188,0.9847217560458772,Minor,Minor,YES
4ca1d0a2ed7639d3f1d2e466a777f7e6b0e8aa0a,setup.py,100.0,100.0,0.0,0.0,0.0,,71.0,71.0,0.0,0.9999988079071044,0.9937303061595952,Minor,Minor,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
4cb6eea8f1e1edc707874f72cbca43a0f698ec7d,__init__.py,,,,,,,,,,,,Major,Major,YES
