Commit Hash,File Name,MI_Before,MI_After,MI_Change,CC_Before,CC_After,CC_Change,LOC_Before,LOC_After,LOC_Change
2d87e9bc37ef1ce8f9068fac92783a4fe3d3d382,flask.py,,,,,,,,,
2d87e9bc37ef1ce8f9068fac92783a4fe3d3d382,flask_tests.py,,,,,,,,,
5bb2b55a2880b3c91dbcd6580f3d25ee23c6655c,conf.py,100.0,100.0,0.0,0.0,0.0,,236.0,238.0,2.0
f80e1d3b5ab8e718cc67c814cbfd9aee9c95f45f,flask.py,,,,,,,,,
b0ab127015186e1a2918221ffad8d79ca346faf5,setup.py,100.0,100.0,0.0,0.0,0.0,,71.0,71.0,0.0
07581b2404924fe1833f596cfa09caf69868ad5b,setup.py,100.0,100.0,0.0,0.0,0.0,,71.0,71.0,0.0
e409bc792d4419ed588afbc60c53b61923c415a7,flask.py,,,,,,,,,
a5a41d40aaa9f6ed70b487133ddaf48ceb3d054f,flask.py,,,,,,,,,
693e4449f87950c764a928690f4437fd6b1b4d7d,flask.py,,,,,,,,,
35ed617fe41b184288892f733ce07d94391b76b1,flask.py,,,,,,,,,
35ed617fe41b184288892f733ce07d94391b76b1,flask_tests.py,,,,,,,,,
931dcc4c80331d372d70d7a0a5c8e6d49223e2bf,flask.py,,,,,,,,,
e7f67e13339073007a84271cce91200bfdb81006,flask.py,,,,,,,,,
e7f67e13339073007a84271cce91200bfdb81006,flask_tests.py,,,,,,,,,
ea5e654e9e19aab5089f9a71e679bcca11581e86,conf.py,100.0,47.228623170273856,-52.771376829726144,0.0,0.0,,238.0,240.0,2.0
ea5e654e9e19aab5089f9a71e679bcca11581e86,flask.py,,,,,,,,,
ea5e654e9e19aab5089f9a71e679bcca11581e86,flask_tests.py,,,,,,,,,
54c3df60cd533ea80d347f6715ee84f6a560b5d5,conf.py,47.228623170273856,43.959664918223645,-3.2689582520502114,0.0,0.0,,240.0,240.0,0.0
b26aeba972686b9cb9a9b111e1bc8997e1f259c8,flask_tests.py,,,,,,,,,
e84140aba2786655bbddcedb363d16de1e285441,flask.py,,,,,,,,,
c4cac0abc1a04710a25dcfc8d7f1b2de173546a8,flask.py,,,,,,,,,
c4cac0abc1a04710a25dcfc8d7f1b2de173546a8,flask_tests.py,,,,,,,,,
cbcd15c3b55cfb05f1b27aa2343f909876f8d3d4,conf.py,43.959664918223645,44.72047137395506,0.7608064557314123,0.0,0.0,,240.0,241.0,1.0
cbcd15c3b55cfb05f1b27aa2343f909876f8d3d4,flask.py,,,,,,,,,
ef0dc1800f7558abbefe070f361b97b9161b2452,flask.py,,,,,,,,,
ef0dc1800f7558abbefe070f361b97b9161b2452,flask_tests.py,,,,,,,,,
6c095deda51efb34cd18bd23411ebd6f2a0cdfe0,flask.py,,,,,,,,,
9d19b77acf413de77b39ed1c6d972fb1e5fef1c3,conf.py,44.72047137395506,46.94672786920311,2.2262564952480517,0.0,0.0,,241.0,241.0,0.0
9d19b77acf413de77b39ed1c6d972fb1e5fef1c3,minitwit.py,48.90029400499156,48.79472242460183,-0.10557158038972858,44.0,44.0,0.0,249.0,250.0,1.0
74d458b40c0bdb140e7feab9af407642eb3dcea1,flask.py,,,,,,,,,
8d356d7cda963e2fa6437c5a5fef035e13cc80c5,conf.py,46.94672786920311,49.82418047143514,2.877452602232033,0.0,0.0,,241.0,243.0,2.0
e432d833b5f7b4c27e2dca5d5125bbf78a46327d,minitwit.py,48.79472242460183,48.90029400499156,0.10557158038972858,44.0,44.0,0.0,250.0,249.0,-1.0
68278fd78e15e3ef6a591f3f2b6cc700d1e4d6dd,flask.py,,,,,,,,,
4d16486132c349cdc7d473ef3c238dfa3f9d5385,flask.py,,,,,,,,,
4d16486132c349cdc7d473ef3c238dfa3f9d5385,flask_tests.py,,,,,,,,,
35fd6eb22c4dec893770dd5720a51608a06fb8cd,flask.py,,,,,,,,,
35fd6eb22c4dec893770dd5720a51608a06fb8cd,flask_tests.py,,,,,,,,,
182ee31503ea8a9eefd0d7063bd7fbdde991e13b,flask.py,,,,,,,,,
dfecc86dd315586bec8f5f0838195d03ba7165d3,flaskr.py,70.28534779104871,70.28534779104871,0.0,13.0,13.0,0.0,98.0,98.0,0.0
dfecc86dd315586bec8f5f0838195d03ba7165d3,flaskr_tests.py,71.15958362963855,70.4219402398967,-0.737643389741848,18.0,18.0,0.0,70.0,74.0,4.0
dfecc86dd315586bec8f5f0838195d03ba7165d3,minitwit.py,48.90029400499156,48.4825109543349,-0.4177830506566593,44.0,44.0,0.0,249.0,248.0,-1.0
dfecc86dd315586bec8f5f0838195d03ba7165d3,minitwit_tests.py,52.59502575604818,52.59502575604818,0.0,45.0,45.0,0.0,149.0,149.0,0.0
ce6e4cbd73d57cb8c1bba85c46490f71061f865f,flask.py,,,,,,,,,
ce6e4cbd73d57cb8c1bba85c46490f71061f865f,setup.py,100.0,100.0,0.0,0.0,0.0,,71.0,71.0,0.0
4ca1d0a2ed7639d3f1d2e466a777f7e6b0e8aa0a,setup.py,100.0,100.0,0.0,0.0,0.0,,71.0,71.0,0.0
6cb0855e2dd181df5353fc1be9b437c7bc92eb2f,flask.py,,,,,,,,,
6cb0855e2dd181df5353fc1be9b437c7bc92eb2f,flask_tests.py,,,,,,,,,
9959ddd3da09f619d467891b194389851cf50367,flask.py,,,,,,,,,
7a4b6088395387abe4127c9650f9cbaac11a0ec4,flask.py,,,,,,,,,
7a4b6088395387abe4127c9650f9cbaac11a0ec4,flask_tests.py,,,,,,,,,
50bca8c2d34b4b31ffcc98f6ced44b18de3c78b0,flask.py,,,,,,,,,
707b30749daf407c07b5b265bd892564576ad80a,setup.py,100.0,100.0,0.0,0.0,1.0,,71.0,79.0,8.0
33e7f2b990e3889d6aa9cffef4a4c9d7d0923698,flask.py,,,,,,,,,
33e7f2b990e3889d6aa9cffef4a4c9d7d0923698,flask_tests.py,,,,,,,,,
bc00fd1e83f23f57dd6a765b6a4bab2394584ae6,flask.py,,,,,,,,,
bc00fd1e83f23f57dd6a765b6a4bab2394584ae6,flask_tests.py,,,,,,,,,
9983e847425621b5e474ae9da6822f1af0b0cc1f,flask.py,,,,,,,,,
9983e847425621b5e474ae9da6822f1af0b0cc1f,flask_tests.py,,,,,,,,,
1ffa295d933c7e0cd1ee14c1592c40f72b9f22bb,conf.py,49.82418047143514,,,0.0,,,243.0,,
12c2cb5e12895a0d16b37b7a9e9a96d69a34c36e,flask.py,,,,,,,,,
cc7876f97fbc787ac7702453bdc62541f8ea47f6,flask.py,,,,,,,,,
e67903d134039b2452b2a3806e10451491ce768d,flask.py,,,,,,,,,
88a031ab24b0e7e2a5190f9e48f80f2b21aba1a0,flask.py,,,,,,,,,
51a5add86d0fa9889b69d51d45d06a2ac4c5df9f,flask.py,,,,,,,,,
06ed3e1e8888b73794876d39a53382eb45a54fe2,flask.py,,,,,,,,,
f5fb4576577cbedcedba9eb16d9fdace18c9292c,flask.py,,,,,,,,,
33a035bb0ec07a4ca92f1397e7caeb7714c57bd6,flask.py,,,,,,,,,
20c2e53893c202a4555bd7390672ee948fa6b1e0,flask.py,,,,,,,,,
d44b12774879cba83bf33c8ed7733157ab84d778,flask.py,,,,,,,,,
d44b12774879cba83bf33c8ed7733157ab84d778,flask_tests.py,,,,,,,,,
528ae04be024ea27881f4c45e23590c011a8ea66,setup.py,100.0,100.0,0.0,1.0,1.0,0.0,79.0,79.0,0.0
c68cf834330f94e3018d660a6fc967c16e374762,flask.py,,,,,,,,,
f195d9244756b9809bd2b00601b437f3e278b0b9,flask.py,,,,,,,,,
f195d9244756b9809bd2b00601b437f3e278b0b9,flask_tests.py,,,,,,,,,
7ea1b801cc1f7d09ee18e8d70957c9d34b870700,flask.py,,,,,,,,,
bcd746e8cf0fc5f405c5f32b80517a4390de6fd9,flask_tests.py,,,,,,,,,
3ab318a7ddca819e13d6d161b008b62b6583453e,flask.py,,,,,,,,,
a154c87cfca3e21316552b2ec558029f9c96122a,flask.py,,,,,,,,,
ee16a68bbd7caf4c8e79c5d6859f72ad38539bbf,flask.py,,,,,,,,,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,__init__.py,,100.0,,,0.0,,,58.0,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,app.py,,,,,,,,,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,conf.py,,65.12035622577794,,,20.0,,,135.0,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,ctx.py,,,,,,,,,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,helpers.py,,51.73063321899921,,,42.0,,,310.0,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,module.py,,70.74567127918512,,,18.0,,,151.0,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,session.py,,100.0,,,7.0,,,28.0,
d0dc89ea802130e8a3a16b4fba73fa10815c09fb,wrappers.py,,77.47740976564674,,,12.0,,,57.0,
c4f64c1c475badaeef009ad46846e32a8e5c9b66,__init__.py,100.0,100.0,0.0,0.0,0.0,,58.0,23.0,-35.0
c4f64c1c475badaeef009ad46846e32a8e5c9b66,app.py,,,,,,,,,
c4f64c1c475badaeef009ad46846e32a8e5c9b66,conf.py,65.12035622577794,66.81360898158944,1.6932527558114998,20.0,20.0,0.0,135.0,139.0,4.0
c4f64c1c475badaeef009ad46846e32a8e5c9b66,ctx.py,,,,,,,,,
c4f64c1c475badaeef009ad46846e32a8e5c9b66,globals.py,,100.0,,,0.0,,,8.0,
c4f64c1c475badaeef009ad46846e32a8e5c9b66,helpers.py,51.73063321899921,53.16235942759627,1.4317262085970626,42.0,44.0,2.0,310.0,328.0,18.0
c4f64c1c475badaeef009ad46846e32a8e5c9b66,module.py,70.74567127918512,70.90961734533501,0.16394606614989016,18.0,18.0,0.0,151.0,152.0,1.0
c4f64c1c475badaeef009ad46846e32a8e5c9b66,session.py,100.0,100.0,0.0,7.0,7.0,0.0,28.0,31.0,3.0
c4f64c1c475badaeef009ad46846e32a8e5c9b66,wrappers.py,77.47740976564674,81.24452387999715,3.767114114350406,12.0,12.0,0.0,57.0,64.0,7.0
1a69c7d4bf4d87d00b5fb2551ea39ee7c932768b,flask_tests.py,,,,,,,,,
b2c7efd0fabcc0514e27d03ed30f5f8af1de1065,flask.py,,,,,,,,,
7599046d042d1bb3f2db6cdcd6458338802901c4,flask.py,,,,,,,,,
7599046d042d1bb3f2db6cdcd6458338802901c4,flask_tests.py,,,,,,,,,
8798b4b7112fb984bd244c8581ab03ef4a7ba766,__init__.py,100.0,100.0,0.0,0.0,0.0,,23.0,23.0,0.0
8798b4b7112fb984bd244c8581ab03ef4a7ba766,app.py,,,,,,,,,
8798b4b7112fb984bd244c8581ab03ef4a7ba766,flask_tests.py,,,,,,,,,
dd59d7241d0ebc713d51ab939f53ebd0df8b2dac,app.py,,,,,,,,,
4f8ee8f12946b224e5003405be99aa4e454bdeee,__init__.py,100.0,100.0,0.0,0.0,0.0,,23.0,24.0,1.0
4f8ee8f12946b224e5003405be99aa4e454bdeee,app.py,,,,,,,,,
4f8ee8f12946b224e5003405be99aa4e454bdeee,config.py,66.81360898158944,62.64633136663397,-4.1672776149554664,20.0,20.0,0.0,139.0,150.0,11.0
4f8ee8f12946b224e5003405be99aa4e454bdeee,ctx.py,,,,,,,,,
